filename,image_path,reference_image,reference_id,distortion_id,distortion_level,dmos,variance,mdfs_raw_score,runtime_seconds,worker_gpu
I01_01_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_01.png,I01.png,1,1,1,4.57,0.496,18.34130096435547,0.5044845230004285,0
I01_01_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_03.png,I01.png,1,1,3,2.67,0.789,22.072006225585938,0.05364363500029867,0
I01_01_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_05.png,I01.png,1,1,5,1.1,0.3,38.96105194091797,0.050009095999485,0
I01_02_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_02.png,I01.png,1,2,2,2.27,0.772,23.460569381713867,0.0497073710002951,0
I01_02_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_04.png,I01.png,1,2,4,1.23,0.418,31.641159057617188,0.04902229899926169,0
I01_03_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_01.png,I01.png,1,3,1,4.73,0.442,18.34130096435547,0.04533642799924564,0
I01_03_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_03.png,I01.png,1,3,3,2.7,0.936,21.793420791625977,0.03942520400050853,0
I01_03_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_05.png,I01.png,1,3,5,1.5,0.5,23.20918846130371,0.038097530000413826,0
I01_04_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_02.png,I01.png,1,4,2,2.17,1.035,22.171396255493164,0.037127128999600245,0
I01_04_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_04.png,I01.png,1,4,4,1.5,0.619,27.57835578918457,0.03602288099955331,0
I01_05_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_01.png,I01.png,1,5,1,4.0,0.856,18.798982620239258,0.03914567999981955,0
I01_05_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_03.png,I01.png,1,5,3,1.57,0.559,19.107603073120117,0.03897677100030705,0
I01_05_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_05.png,I01.png,1,5,5,1.6,0.611,18.844228744506836,0.04026332299963542,0
I01_06_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_02.png,I01.png,1,6,2,4.4,0.554,20.598390579223633,0.03514919400004146,0
I01_06_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_04.png,I01.png,1,6,4,2.9,0.831,22.56659698486328,0.03416401699996641,0
I01_07_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_01.png,I01.png,1,7,1,2.73,1.123,18.07196044921875,0.03850083999986964,0
I01_07_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_03.png,I01.png,1,7,3,2.27,1.062,19.200946807861328,0.037459043999660935,0
I01_07_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_05.png,I01.png,1,7,5,2.2,0.945,19.45948028564453,0.038229070000852516,0
I01_08_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_02.png,I01.png,1,8,2,3.77,0.616,20.29719352722168,0.038450627000202076,0
I01_08_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_04.png,I01.png,1,8,4,1.97,0.912,25.014902114868164,0.03744808200008265,0
I01_09_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_01.png,I01.png,1,9,1,4.6,0.49,18.304655075073242,0.03963668600044912,0
I01_09_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_03.png,I01.png,1,9,3,4.4,0.611,20.104156494140625,0.038249903000178165,0
I01_09_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_05.png,I01.png,1,9,5,1.37,0.547,34.09708786010742,0.03764619200046582,0
I01_10_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_02.png,I01.png,1,10,2,3.93,0.854,20.140947341918945,0.0368557920000967,0
I01_10_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_04.png,I01.png,1,10,4,1.58,0.555,28.373043060302734,0.033732667000549554,0
I01_11_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_01.png,I01.png,1,11,1,4.03,0.948,21.097375869750977,0.03645548699932988,0
I01_11_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_03.png,I01.png,1,11,3,2.67,0.745,23.7581787109375,0.0376350509995973,0
I01_11_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_05.png,I01.png,1,11,5,2.37,0.752,28.431779861450195,0.03721041399967362,0
