filename,source_id,image_path,image_set,cluster,mos
IS_I_C01_D02.jpg,IS_I_C01_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D02.jpg,IS1,co1,71.18189020792481
IS_I_C01_D04.jpg,IS_I_C01_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D04.jpg,IS1,co1,3.604864385643294
IS_I_C01_D06.jpg,IS_I_C01_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D06.jpg,IS1,co1,20.307932539177987
IS_I_C01_D08.jpg,IS_I_C01_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D08.jpg,IS1,co1,49.063366582178894
IS_I_C01_D10.jpg,IS_I_C01_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D10.jpg,IS1,co1,52.176152453006885
IS_I_C01_D12.jpg,IS_I_C01_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D12.jpg,IS1,co1,25.24092770953272
IS_I_C01_D14.jpg,IS_I_C01_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D14.jpg,IS1,co1,55.71241105543697
IS_I_C02_D02.jpg,IS_I_C02_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D02.jpg,IS1,co2,58.0406571932505
IS_I_C02_D04.jpg,IS_I_C02_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D04.jpg,IS1,co2,28.0510117821647
IS_I_C02_D06.jpg,IS_I_C02_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D06.jpg,IS1,co2,18.55251126214866
IS_I_C02_D08.jpg,IS_I_C02_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D08.jpg,IS1,co2,43.66863931104205
IS_I_C02_D10.jpg,IS_I_C02_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D10.jpg,IS1,co2,42.370607197831866
IS_I_C02_D12.jpg,IS_I_C02_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D12.jpg,IS1,co2,20.737033023132145
IS_I_C02_D14.jpg,IS_I_C02_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D14.jpg,IS1,co2,44.57504876980038
IS_I_C03_D02.jpg,IS_I_C03_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D02.jpg,IS1,co3,50.86401558722235
IS_I_C03_D04.jpg,IS_I_C03_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D04.jpg,IS1,co3,7.370528872341481
IS_I_C03_D06.jpg,IS_I_C03_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D06.jpg,IS1,co3,2.722065383208668
IS_I_C03_D08.jpg,IS_I_C03_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D08.jpg,IS1,co3,24.028075849200864
IS_I_C03_D10.jpg,IS_I_C03_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D10.jpg,IS1,co3,29.647875717160176
IS_I_C03_D12.jpg,IS_I_C03_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D12.jpg,IS1,co3,4.639709745903342
IS_I_C03_D14.jpg,IS_I_C03_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D14.jpg,IS1,co3,35.88521319753135
IS_I_C04_D02.jpg,IS_I_C04_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D02.jpg,IS1,co4,75.22493389778404
IS_I_C04_D04.jpg,IS_I_C04_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D04.jpg,IS1,co4,61.84010447471916
IS_I_C04_D06.jpg,IS_I_C04_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D06.jpg,IS1,co4,54.31216803886361
IS_I_C04_D08.jpg,IS_I_C04_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D08.jpg,IS1,co4,76.50806888248668
IS_I_C04_D10.jpg,IS_I_C04_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D10.jpg,IS1,co4,76.656391970091
IS_I_C04_D12.jpg,IS_I_C04_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D12.jpg,IS1,co4,65.27223821261691
IS_I_C04_D14.jpg,IS_I_C04_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D14.jpg,IS1,co4,71.35867290280707
IS_I_C05_D02.jpg,IS_I_C05_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D02.jpg,IS1,co5,68.24542978778946
IS_I_C05_D04.jpg,IS_I_C05_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D04.jpg,IS1,co5,31.03066132165716
IS_I_C05_D06.jpg,IS_I_C05_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D06.jpg,IS1,co5,44.831413186148254
IS_I_C05_D08.jpg,IS_I_C05_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D08.jpg,IS1,co5,68.60369684448897
IS_I_C05_D10.jpg,IS_I_C05_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D10.jpg,IS1,co5,66.23942870728898
IS_I_C05_D12.jpg,IS_I_C05_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D12.jpg,IS1,co5,52.49314477256147
IS_I_C05_D14.jpg,IS_I_C05_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D14.jpg,IS1,co5,64.88455578639982
IS_I_C06_D02.jpg,IS_I_C06_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D02.jpg,IS1,co6,59.80910757776099
IS_I_C06_D04.jpg,IS_I_C06_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D04.jpg,IS1,co6,28.53591884673292
IS_I_C06_D06.jpg,IS_I_C06_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D06.jpg,IS1,co6,74.57709229720236
IS_I_C06_D08.jpg,IS_I_C06_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D08.jpg,IS1,co6,80.79247559379063
IS_I_C06_D10.jpg,IS_I_C06_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D10.jpg,IS1,co6,78.42093454126659
IS_I_C06_D12.jpg,IS_I_C06_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D12.jpg,IS1,co6,45.57750125454307
IS_I_C06_D14.jpg,IS_I_C06_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co6/IS_I_C06_D14.jpg,IS1,co6,58.21514855532299
IS_II_C01_D02.jpg,IS_II_C01_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co1/IS_II_C01_D02.jpg,IS2,co1,65.7492618835285
IS_II_C01_D04.jpg,IS_II_C01_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co1/IS_II_C01_D04.jpg,IS2,co1,10.905710707045344
IS_II_C01_D06.jpg,IS_II_C01_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co1/IS_II_C01_D06.jpg,IS2,co1,56.43689529754847
IS_II_C01_D08.jpg,IS_II_C01_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co1/IS_II_C01_D08.jpg,IS2,co1,53.0277360594854
IS_II_C01_D10.jpg,IS_II_C01_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co1/IS_II_C01_D10.jpg,IS2,co1,16.692722151479153
IS_II_C01_D12.jpg,IS_II_C01_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co1/IS_II_C01_D12.jpg,IS2,co1,41.42485557384218
IS_II_C02_D01.jpg,IS_II_C02_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co2/IS_II_C02_D01.jpg,IS2,co2,16.53269458537706
IS_II_C02_D03.jpg,IS_II_C02_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co2/IS_II_C02_D03.jpg,IS2,co2,45.59829297907251
IS_II_C02_D05.jpg,IS_II_C02_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co2/IS_II_C02_D05.jpg,IS2,co2,32.131975200688906
IS_II_C02_D07.jpg,IS_II_C02_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS2/co2/IS_II_C02_D07.jpg,IS2,co2,42.35304775608989
