filename,image_path,reference_image,reference_id,distortion_id,distortion_level,dmos,variance
I01_01_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_02.png,I01.png,1,1,2,4.33,0.869
I01_01_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_04.png,I01.png,1,1,4,1.67,0.596
I01_02_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_01.png,I01.png,1,2,1,3.83,0.86
I01_02_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_03.png,I01.png,1,2,3,1.53,0.67
I01_02_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_05.png,I01.png,1,2,5,1.2,0.4
I01_03_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_02.png,I01.png,1,3,2,3.97,0.657
I01_03_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_04.png,I01.png,1,3,4,2.03,0.795
I01_04_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_01.png,I01.png,1,4,1,4.73,0.512
I01_04_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_03.png,I01.png,1,4,3,1.37,0.547
I01_04_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_05.png,I01.png,1,4,5,1.47,0.806
I01_05_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_02.png,I01.png,1,5,2,2.2,0.909
I01_05_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_04.png,I01.png,1,5,4,1.33,0.537
I01_06_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_01.png,I01.png,1,6,1,4.23,0.761
I01_06_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_03.png,I01.png,1,6,3,3.9,0.943
I01_06_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_05.png,I01.png,1,6,5,2.27,0.929
I01_07_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_02.png,I01.png,1,7,2,2.5,1.025
I01_07_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_04.png,I01.png,1,7,4,2.47,1.147
I01_08_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_01.png,I01.png,1,8,1,4.7,0.458
I01_08_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_03.png,I01.png,1,8,3,2.73,1.062
I01_08_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_05.png,I01.png,1,8,5,1.67,0.699
I01_09_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_02.png,I01.png,1,9,2,4.67,0.537
I01_09_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_04.png,I01.png,1,9,4,2.9,1.044
I01_10_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_01.png,I01.png,1,10,1,4.37,0.657
I01_10_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_03.png,I01.png,1,10,3,3.77,0.803
I01_10_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_05.png,I01.png,1,10,5,1.17,0.373
I01_11_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_02.png,I01.png,1,11,2,3.27,0.814
I01_11_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_04.png,I01.png,1,11,4,2.27,0.772
I01_12_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_12_01.png,I01.png,1,12,1,4.43,0.559
I01_12_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_12_03.png,I01.png,1,12,3,2.77,0.883
I01_12_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_12_05.png,I01.png,1,12,5,1.97,0.547
I01_13_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_13_02.png,I01.png,1,13,2,2.87,1.087
I01_13_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_13_04.png,I01.png,1,13,4,2.07,0.727
I01_14_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_14_01.png,I01.png,1,14,1,4.57,0.616
I01_14_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_14_03.png,I01.png,1,14,3,3.13,0.846
I01_14_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_14_05.png,I01.png,1,14,5,2.27,0.68
I01_15_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_15_02.png,I01.png,1,15,2,2.63,0.912
I01_15_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_15_04.png,I01.png,1,15,4,1.4,0.49
I01_16_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_16_01.png,I01.png,1,16,1,4.37,0.547
I01_16_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_16_03.png,I01.png,1,16,3,3.94,0.504
I01_16_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_16_05.png,I01.png,1,16,5,2.18,0.796
I01_17_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_17_02.png,I01.png,1,17,2,4.57,0.496
I01_17_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_17_04.png,I01.png,1,17,4,3.4,0.879
I01_18_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_18_01.png,I01.png,1,18,1,4.5,0.5
I01_18_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_18_03.png,I01.png,1,18,3,4.57,0.496
I01_18_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_18_05.png,I01.png,1,18,5,3.97,0.657
I01_19_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_19_02.png,I01.png,1,19,2,3.93,0.727
I01_19_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_19_04.png,I01.png,1,19,4,1.53,0.562
I01_20_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_20_01.png,I01.png,1,20,1,4.53,0.67
I01_20_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_20_03.png,I01.png,1,20,3,4.0,0.966
I01_20_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_20_05.png,I01.png,1,20,5,3.23,1.542
I01_21_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_21_02.png,I01.png,1,21,2,2.57,0.883
I01_21_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_21_04.png,I01.png,1,21,4,2.13,0.884
I01_22_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_22_01.png,I01.png,1,22,1,4.63,0.605
I01_22_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_22_03.png,I01.png,1,22,3,4.0,0.931
I01_22_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_22_05.png,I01.png,1,22,5,2.2,0.909
I01_23_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_23_02.png,I01.png,1,23,2,2.17,0.86
I01_23_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_23_04.png,I01.png,1,23,4,2.37,1.197
I01_24_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_24_01.png,I01.png,1,24,1,3.57,0.92
I01_24_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_24_03.png,I01.png,1,24,3,1.87,0.67
I01_24_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_24_05.png,I01.png,1,24,5,1.4,0.554
I01_25_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_25_02.png,I01.png,1,25,2,3.87,0.806
I01_25_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_25_04.png,I01.png,1,25,4,4.17,0.582
I02_01_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_01_01.png,I02.png,2,1,1,4.5,0.719
I02_01_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_01_03.png,I02.png,2,1,3,2.07,0.772
I02_01_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_01_05.png,I02.png,2,1,5,1.27,0.512
I02_02_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_02_02.png,I02.png,2,2,2,2.27,0.854
I02_02_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_02_04.png,I02.png,2,2,4,1.17,0.373
I02_03_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_03_01.png,I02.png,2,3,1,4.6,0.554
I02_03_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_03_03.png,I02.png,2,3,3,2.33,0.699
I02_03_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_03_05.png,I02.png,2,3,5,1.2,0.4
I02_04_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_04_02.png,I02.png,2,4,2,2.67,0.869
I02_04_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_04_04.png,I02.png,2,4,4,1.77,0.716
I02_05_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_01.png,I02.png,2,5,1,3.77,0.761
I02_05_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_03.png,I02.png,2,5,3,1.33,0.471
I02_05_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_05_05.png,I02.png,2,5,5,1.47,0.562
I02_06_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I02_06_02.png,I02.png,2,6,2,4.07,0.727
