filename,image_path,reference_image,dst_type,dst_idx,dst_level,dmos,dmos_std,mdfs_raw_score,runtime_seconds,worker_gpu
1600.AWGN.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/1600.AWGN.1.png,1600,noise,1,1,0.0619894063140699,0.0612190731017425,19.16164207458496,0.5001863500001491,0
1600.AWGN.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/1600.AWGN.3.png,1600,noise,1,3,0.2621222259789793,0.0325909045630567,21.018569946289062,0.060787913000240223,0
1600.AWGN.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/1600.AWGN.5.png,1600,noise,1,5,0.467480295574237,0.1196543774021004,25.356176376342773,0.05635715600055846,0
1600.JPEG.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/1600.JPEG.2.png,1600,jpeg,2,2,0.0691476976770665,0.063352119952441,18.722837448120117,0.05514500899971608,0
1600.JPEG.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/1600.JPEG.4.png,1600,jpeg,2,4,0.5010634792871814,0.082817360991949,26.846952438354492,0.046668004999446566,0
1600.jpeg2000.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.1.png,1600,jpeg 2000,3,1,0.0119674975407025,0.0019911886643974,18.47416114807129,0.04820044799998868,0
1600.jpeg2000.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.3.png,1600,jpeg 2000,3,3,0.3643609853066028,0.0696109813705116,22.76933479309082,0.04951906299993425,0
1600.jpeg2000.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.5.png,1600,jpeg 2000,3,5,0.8269159401906132,0.0,34.73652267456055,0.0482549869993818,0
1600.fnoise.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/1600.fnoise.2.png,1600,fnoise,4,2,0.2530578728086438,0.0576060933464617,19.58466911315918,0.05065023699989979,0
1600.fnoise.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/1600.fnoise.4.png,1600,fnoise,4,4,0.4898801584618102,0.1111117222694776,21.613187789916992,0.047034156000336225,0
1600.BLUR.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/1600.BLUR.1.png,1600,blur,5,1,0.0426677131995918,0.0529045007309422,18.32436752319336,0.049382622999473824,0
1600.BLUR.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/1600.BLUR.3.png,1600,blur,5,3,0.3411142841589732,0.0823449646664686,21.14107322692871,0.04784460500013665,0
1600.BLUR.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/1600.BLUR.5.png,1600,blur,5,5,0.7497945239557293,0.053698138722726,37.84762954711914,0.04819963599948096,0
1600.contrast.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/contrast/1600.contrast.2.png,1600,contrast,6,2,0.2009689563800285,0.0814242067047188,17.877710342407227,0.04801871200015739,0
1600.contrast.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/contrast/1600.contrast.4.png,1600,contrast,6,4,0.3705988718089038,0.1154330578684548,18.656156539916992,0.047829054000430915,0
aerial_city.AWGN.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/aerial_city.AWGN.2.png,aerial_city,noise,1,2,0.1251350770667025,0.0815755778408609,20.40795135498047,0.049075286000515916,0
aerial_city.AWGN.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/aerial_city.AWGN.4.png,aerial_city,noise,1,4,0.372946533696755,0.0541112709522354,24.43393898010254,0.04659104100028344,0
aerial_city.JPEG.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/aerial_city.JPEG.1.png,aerial_city,jpeg,2,1,0.0302819948023374,0.0142211853932521,19.72850227355957,0.04918632599947159,0
aerial_city.JPEG.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/aerial_city.JPEG.3.png,aerial_city,jpeg,2,3,0.388892361778843,0.1460408344443109,24.454099655151367,0.046105460999569914,0
aerial_city.JPEG.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/aerial_city.JPEG.5.png,aerial_city,jpeg,2,5,0.8190818939743993,0.0387986805177264,36.29356384277344,0.04384092700001929,0
aerial_city.jpeg2000.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.2.png,aerial_city,jpeg 2000,3,2,0.1910142530952074,0.0133998159644023,21.653446197509766,0.048284359999342996,0
aerial_city.jpeg2000.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/aerial_city.jpeg2000.4.png,aerial_city,jpeg 2000,3,4,0.7544132534591003,0.1219969553668431,33.57897186279297,0.047806151999793656,0
aerial_city.fnoise.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/aerial_city.fnoise.1.png,aerial_city,fnoise,4,1,0.1256457136595638,0.0410357390530957,19.940319061279297,0.049823389000266616,0
aerial_city.fnoise.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/aerial_city.fnoise.3.png,aerial_city,fnoise,4,3,0.4752207361922053,0.0775881322579806,20.757770538330078,0.049129147999337874,0
aerial_city.fnoise.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/aerial_city.fnoise.5.png,aerial_city,fnoise,4,5,0.707734203653038,0.0720001574406688,23.51168441772461,0.04801163299998734,0
aerial_city.BLUR.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/aerial_city.BLUR.2.png,aerial_city,blur,5,2,0.1143485712037648,0.0822361741760249,19.362380981445312,0.048735250999925483,0
aerial_city.BLUR.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/aerial_city.BLUR.4.png,aerial_city,blur,5,4,0.4639448300386679,0.0804592592247702,28.184999465942383,0.04874014300003182,0
aerial_city.contrast.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/contrast/aerial_city.contrast.1.png,aerial_city,contrast,6,1,0.0378070311306818,0.0400696104986911,19.587913513183594,0.04939965599987772,0
aerial_city.contrast.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/contrast/aerial_city.contrast.3.png,aerial_city,contrast,6,3,0.3665669611199217,0.049199358180627,20.906320571899414,0.049839620999591716,0
