filename,image_path,distortion_type,reference_image,reference_path,mos
babygirl_blur1.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur1.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,21.5789
babygirl_blur1_jpeg1.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur1_jpeg1.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,35.7895
babygirl_blur1_jpeg2.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur1_jpeg2.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,32.6316
babygirl_blur1_jpeg3.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur1_jpeg3.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,54.3158
babygirl_blur2.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur2.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,40.0
babygirl_blur2_jpeg1.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur2_jpeg1.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,52.6842
babygirl_blur2_jpeg2.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur2_jpeg2.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,51.4211
babygirl_blur2_jpeg3.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur2_jpeg3.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,46.2105
babygirl_blur3.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur3.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,60.7368
babygirl_blur3_jpeg1.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Part_1/blurjpeg/babygirl_blur3_jpeg1.bmp,Multiply Dist.,babygirl.bmp,/kaggle/working/MDFS/data/MDLIVE/extracted/LIVE_MD/To_Release/Ref_Images/babygirl.bmp,54.0526
