filename,source_id,image_path,image_set,cluster,mos,mdfs_raw_score,runtime_seconds,worker_gpu
IS_I_C01_D01.jpg,IS_I_C01_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D01.jpg,IS1,co1,3.3436430335190703,29.994600296020508,0.7954756590006582,0
IS_I_C01_D03.jpg,IS_I_C01_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D03.jpg,IS1,co1,45.58109475556601,23.636394500732425,0.3371381329998257,0
IS_I_C01_D05.jpg,IS_I_C01_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D05.jpg,IS1,co1,25.25235422018568,25.45594024658203,0.3299406949990953,0
IS_I_C01_D07.jpg,IS_I_C01_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D07.jpg,IS1,co1,9.88964655415763,29.090229034423828,0.3227671969998482,0
IS_I_C01_D09.jpg,IS_I_C01_D09,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D09.jpg,IS1,co1,47.85276342762087,23.424022674560547,0.3299784579994593,0
IS_I_C01_D11.jpg,IS_I_C01_D11,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D11.jpg,IS1,co1,73.5651284538055,21.398347854614254,0.3241494550002244,0
IS_I_C01_D13.jpg,IS_I_C01_D13,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D13.jpg,IS1,co1,60.6821208795548,21.104780197143555,0.3329521369996655,0
IS_I_C02_D01.jpg,IS_I_C02_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D01.jpg,IS1,co2,28.596330010415222,22.622194290161133,0.3388389669999014,0
IS_I_C02_D03.jpg,IS_I_C02_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D03.jpg,IS1,co2,28.180940444584376,21.9322509765625,0.3415162330002204,0
IS_I_C02_D05.jpg,IS_I_C02_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D05.jpg,IS1,co2,29.10891585257077,24.58397483825684,0.3454806380013906,0
IS_I_C02_D07.jpg,IS_I_C02_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D07.jpg,IS1,co2,26.322799864320427,23.18113136291504,0.3383538689995475,0
IS_I_C02_D09.jpg,IS_I_C02_D09,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D09.jpg,IS1,co2,53.45228935752622,21.379518508911133,0.3414874820009572,0
IS_I_C02_D11.jpg,IS_I_C02_D11,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D11.jpg,IS1,co2,54.40594770477686,20.85985946655273,0.3485247019998496,0
IS_I_C02_D13.jpg,IS_I_C02_D13,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D13.jpg,IS1,co2,52.84545596623882,20.20997810363769,0.3438491130000329,0
IS_I_C03_D01.jpg,IS_I_C03_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D01.jpg,IS1,co3,16.52776728373287,25.24794006347656,0.3471027380001033,0
IS_I_C03_D03.jpg,IS_I_C03_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D03.jpg,IS1,co3,19.70635060176418,24.395729064941406,0.3521712920010031,0
IS_I_C03_D05.jpg,IS_I_C03_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D05.jpg,IS1,co3,12.771323836183509,26.04212188720703,0.3469149439988541,0
