filename,image_path,reference_image,reference_id,distortion_id,distortion_level,dmos,variance,mdfs_raw_score,runtime_seconds,worker_gpu
I01_01_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_01.png,I01.png,1,1,1,4.57,0.496,18.34130096435547,0.5044845230004285,0
I01_01_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_03.png,I01.png,1,1,3,2.67,0.789,22.072006225585938,0.0536436350002986,0
I01_01_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_01_05.png,I01.png,1,1,5,1.1,0.3,38.96105194091797,0.050009095999485,0
I01_02_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_02.png,I01.png,1,2,2,2.27,0.772,23.460569381713867,0.0497073710002951,0
I01_02_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_02_04.png,I01.png,1,2,4,1.23,0.418,31.641159057617188,0.0490222989992616,0
I01_03_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_01.png,I01.png,1,3,1,4.73,0.442,18.34130096435547,0.0453364279992456,0
I01_03_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_03.png,I01.png,1,3,3,2.7,0.936,21.793420791625977,0.0394252040005085,0
I01_03_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_03_05.png,I01.png,1,3,5,1.5,0.5,23.20918846130371,0.0380975300004138,0
I01_04_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_02.png,I01.png,1,4,2,2.17,1.035,22.171396255493164,0.0371271289996002,0
I01_04_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_04_04.png,I01.png,1,4,4,1.5,0.619,27.57835578918457,0.0360228809995533,0
I01_05_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_01.png,I01.png,1,5,1,4.0,0.856,18.798982620239254,0.0391456799998195,0
I01_05_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_03.png,I01.png,1,5,3,1.57,0.559,19.10760307312012,0.038976771000307,0
I01_05_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_05_05.png,I01.png,1,5,5,1.6,0.611,18.84422874450684,0.0402633229996354,0
I01_06_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_02.png,I01.png,1,6,2,4.4,0.554,20.598390579223636,0.0351491940000414,0
I01_06_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_06_04.png,I01.png,1,6,4,2.9,0.831,22.56659698486328,0.0341640169999664,0
I01_07_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_01.png,I01.png,1,7,1,2.73,1.123,18.07196044921875,0.0385008399998696,0
I01_07_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_03.png,I01.png,1,7,3,2.27,1.062,19.200946807861328,0.0374590439996609,0
I01_07_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_07_05.png,I01.png,1,7,5,2.2,0.945,19.45948028564453,0.0382290700008525,0
I01_08_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_02.png,I01.png,1,8,2,3.77,0.616,20.29719352722168,0.038450627000202,0
I01_08_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_08_04.png,I01.png,1,8,4,1.97,0.912,25.014902114868164,0.0374480820000826,0
I01_09_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_01.png,I01.png,1,9,1,4.6,0.49,18.30465507507324,0.0396366860004491,0
I01_09_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_03.png,I01.png,1,9,3,4.4,0.611,20.104156494140625,0.0382499030001781,0
I01_09_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_09_05.png,I01.png,1,9,5,1.37,0.547,34.09708786010742,0.0376461920004658,0
I01_10_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_02.png,I01.png,1,10,2,3.93,0.854,20.140947341918945,0.0368557920000967,0
I01_10_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_10_04.png,I01.png,1,10,4,1.58,0.555,28.37304306030273,0.0337326670005495,0
I01_11_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_01.png,I01.png,1,11,1,4.03,0.948,21.097375869750977,0.0364554869993298,0
I01_11_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_03.png,I01.png,1,11,3,2.67,0.745,23.7581787109375,0.0376350509995973,0
I01_11_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_11_05.png,I01.png,1,11,5,2.37,0.752,28.431779861450195,0.0372104139996736,0
I01_12_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_12_02.png,I01.png,1,12,2,3.7,0.69,21.41920280456543,0.0364995390000331,0
I01_12_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_12_04.png,I01.png,1,12,4,2.37,0.836,25.59117317199707,0.0364195939991986,0
I01_13_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_13_01.png,I01.png,1,13,1,3.67,0.789,18.52402114868164,0.0381483139999545,0
I01_13_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_13_03.png,I01.png,1,13,3,2.6,0.663,20.745853424072266,0.0373314710004706,0
I01_13_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_13_05.png,I01.png,1,13,5,2.03,0.657,26.691770553588867,0.0376662680000663,0
I01_14_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_14_02.png,I01.png,1,14,2,3.57,1.023,19.82301139831543,0.0375983639996775,0
I01_14_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_14_04.png,I01.png,1,14,4,2.5,0.764,22.100461959838867,0.0365830099999584,0
I01_15_01.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_15_01.png,I01.png,1,15,1,3.57,0.989,20.617002487182617,0.0379272359996321,0
I01_15_03.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_15_03.png,I01.png,1,15,3,1.77,0.607,23.96940040588379,0.0365806750005504,0
I01_15_05.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_15_05.png,I01.png,1,15,5,1.33,0.471,27.43999671936035,0.0354636829997616,0
I01_16_02.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_16_02.png,I01.png,1,16,2,4.47,0.562,18.435197830200195,0.0389272970005549,0
I01_16_04.png,/kaggle/working/MDFS/data/KADID/extracted/kadid10k/images/I01_16_04.png,I01.png,1,16,4,3.17,0.898,19.00891494750977,0.0383439800007181,0
