filename,image_path,distortion_type,reference_path,mos
baby_blur_0.001_jpg_50.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,90.1947
baby_blur_0.001_jpg_20.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,55.0593
baby_blur_0.66_jpg_100.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,93.3151
baby_blur_0.66_jpg_30.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,70.6908
baby_blur_0.66_jpg_10.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,18.463
baby_blur_1.33_jpg_50.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,77.6471
baby_blur_1.33_jpg_20.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,31.0164
baby_blur_2_jpg_100.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,61.0287
baby_blur_2_jpg_30.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,54.3708
baby_blur_2_jpg_10.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,10.4106
baby_blur_2.66_jpg_50.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2.66_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,52.1753
baby_blur_2.66_jpg_20.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2.66_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,31.9761
baby_blur_3.33_jpg_100.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_3.33_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,33.4478
baby_blur_3.33_jpg_30.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_3.33_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,31.3958
baby_blur_3.33_jpg_10.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_3.33_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,13.9807
baby_blur_4_jpg_50.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_4_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,24.2533
baby_blur_4_jpg_20.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_4_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,27.5418
bus_blur_0.001_jpg_100.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/bus_blur_0.001_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/bus.png,91.9614
bus_blur_0.001_jpg_30.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/bus_blur_0.001_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/bus.png,75.2607
bus_blur_0.001_jpg_10.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/bus_blur_0.001_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/bus.png,31.557
