filename,image_path,reference_image,dst_type,dst_idx,dst_level,dmos,dmos_std
1600.AWGN.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/1600.AWGN.2.png,1600,noise,1,2,0.2062445062112908,0.0971321981418872
1600.AWGN.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/awgn/1600.AWGN.4.png,1600,noise,1,4,0.374632289596199,0.1068960948897543
1600.JPEG.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/1600.JPEG.1.png,1600,jpeg,2,1,0.0128730514556379,0.0035983291262942
1600.JPEG.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/1600.JPEG.3.png,1600,jpeg,2,3,0.1968272117166765,0.0836092997640814
1600.JPEG.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg/1600.JPEG.5.png,1600,jpeg,2,5,0.6871268405097146,0.0586628643325048
1600.jpeg2000.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.2.png,1600,jpeg 2000,3,2,0.1353113111012556,0.0592617778718177
1600.jpeg2000.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/jpeg2000/1600.jpeg2000.4.png,1600,jpeg 2000,3,4,0.5758434486192733,0.0919258697272446
1600.fnoise.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/1600.fnoise.1.png,1600,fnoise,4,1,0.0523761614723859,0.0415580206237111
1600.fnoise.3.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/1600.fnoise.3.png,1600,fnoise,4,3,0.3757408658145048,0.0214627599173081
1600.fnoise.5.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/fnoise/1600.fnoise.5.png,1600,fnoise,4,5,0.5652194084311342,0.115776375800555
1600.BLUR.2.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/1600.BLUR.2.png,1600,blur,5,2,0.1424346869000116,0.081787035708966
1600.BLUR.4.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/blur/1600.BLUR.4.png,1600,blur,5,4,0.4710376993025577,0.1150725361483068
1600.contrast.1.png,/kaggle/working/MDFS/data/CSIQ/dst_imgs/contrast/1600.contrast.1.png,1600,contrast,6,1,0.056181327397864,0.0458590629654374
