filename,source_id,image_path,image_set,cluster,mos
IS_I_C01_D01.jpg,IS_I_C01_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D01.jpg,IS1,co1,3.3436430335190703
IS_I_C01_D02.jpg,IS_I_C01_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D02.jpg,IS1,co1,71.18189020792481
IS_I_C01_D03.jpg,IS_I_C01_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D03.jpg,IS1,co1,45.58109475556601
IS_I_C01_D04.jpg,IS_I_C01_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D04.jpg,IS1,co1,3.604864385643294
IS_I_C01_D05.jpg,IS_I_C01_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D05.jpg,IS1,co1,25.252354220185673
IS_I_C01_D06.jpg,IS_I_C01_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D06.jpg,IS1,co1,20.307932539177987
IS_I_C01_D07.jpg,IS_I_C01_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D07.jpg,IS1,co1,9.88964655415763
IS_I_C01_D08.jpg,IS_I_C01_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D08.jpg,IS1,co1,49.063366582178894
IS_I_C01_D09.jpg,IS_I_C01_D09,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D09.jpg,IS1,co1,47.85276342762087
IS_I_C01_D10.jpg,IS_I_C01_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D10.jpg,IS1,co1,52.176152453006885
IS_I_C01_D11.jpg,IS_I_C01_D11,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D11.jpg,IS1,co1,73.5651284538055
IS_I_C01_D12.jpg,IS_I_C01_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D12.jpg,IS1,co1,25.24092770953272
IS_I_C01_D13.jpg,IS_I_C01_D13,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D13.jpg,IS1,co1,60.682120879554795
IS_I_C01_D14.jpg,IS_I_C01_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co1/IS_I_C01_D14.jpg,IS1,co1,55.71241105543697
IS_I_C02_D01.jpg,IS_I_C02_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D01.jpg,IS1,co2,28.596330010415222
IS_I_C02_D02.jpg,IS_I_C02_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D02.jpg,IS1,co2,58.0406571932505
IS_I_C02_D03.jpg,IS_I_C02_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D03.jpg,IS1,co2,28.180940444584376
IS_I_C02_D04.jpg,IS_I_C02_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D04.jpg,IS1,co2,28.0510117821647
IS_I_C02_D05.jpg,IS_I_C02_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D05.jpg,IS1,co2,29.108915852570775
IS_I_C02_D06.jpg,IS_I_C02_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D06.jpg,IS1,co2,18.55251126214866
IS_I_C02_D07.jpg,IS_I_C02_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D07.jpg,IS1,co2,26.322799864320427
IS_I_C02_D08.jpg,IS_I_C02_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D08.jpg,IS1,co2,43.66863931104205
IS_I_C02_D09.jpg,IS_I_C02_D09,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D09.jpg,IS1,co2,53.45228935752622
IS_I_C02_D10.jpg,IS_I_C02_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D10.jpg,IS1,co2,42.370607197831866
IS_I_C02_D11.jpg,IS_I_C02_D11,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D11.jpg,IS1,co2,54.40594770477686
IS_I_C02_D12.jpg,IS_I_C02_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D12.jpg,IS1,co2,20.737033023132142
IS_I_C02_D13.jpg,IS_I_C02_D13,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D13.jpg,IS1,co2,52.84545596623882
IS_I_C02_D14.jpg,IS_I_C02_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co2/IS_I_C02_D14.jpg,IS1,co2,44.57504876980038
IS_I_C03_D01.jpg,IS_I_C03_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D01.jpg,IS1,co3,16.52776728373287
IS_I_C03_D02.jpg,IS_I_C03_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D02.jpg,IS1,co3,50.86401558722235
IS_I_C03_D03.jpg,IS_I_C03_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D03.jpg,IS1,co3,19.70635060176418
IS_I_C03_D04.jpg,IS_I_C03_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D04.jpg,IS1,co3,7.370528872341481
IS_I_C03_D05.jpg,IS_I_C03_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D05.jpg,IS1,co3,12.771323836183509
IS_I_C03_D06.jpg,IS_I_C03_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D06.jpg,IS1,co3,2.7220653832086676
IS_I_C03_D07.jpg,IS_I_C03_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D07.jpg,IS1,co3,12.854903423503718
IS_I_C03_D08.jpg,IS_I_C03_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D08.jpg,IS1,co3,24.028075849200864
IS_I_C03_D09.jpg,IS_I_C03_D09,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D09.jpg,IS1,co3,48.29078088837637
IS_I_C03_D10.jpg,IS_I_C03_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D10.jpg,IS1,co3,29.647875717160176
IS_I_C03_D11.jpg,IS_I_C03_D11,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D11.jpg,IS1,co3,39.223418631749446
IS_I_C03_D12.jpg,IS_I_C03_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D12.jpg,IS1,co3,4.639709745903342
IS_I_C03_D13.jpg,IS_I_C03_D13,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D13.jpg,IS1,co3,45.682984279504886
IS_I_C03_D14.jpg,IS_I_C03_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co3/IS_I_C03_D14.jpg,IS1,co3,35.88521319753135
IS_I_C04_D01.jpg,IS_I_C04_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D01.jpg,IS1,co4,63.6576024280957
IS_I_C04_D02.jpg,IS_I_C04_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D02.jpg,IS1,co4,75.22493389778404
IS_I_C04_D03.jpg,IS_I_C04_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D03.jpg,IS1,co4,74.3549557116498
IS_I_C04_D04.jpg,IS_I_C04_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D04.jpg,IS1,co4,61.840104474719155
IS_I_C04_D05.jpg,IS_I_C04_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D05.jpg,IS1,co4,64.76028256739563
IS_I_C04_D06.jpg,IS_I_C04_D06,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D06.jpg,IS1,co4,54.31216803886361
IS_I_C04_D07.jpg,IS_I_C04_D07,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D07.jpg,IS1,co4,59.85379268234218
IS_I_C04_D08.jpg,IS_I_C04_D08,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D08.jpg,IS1,co4,76.50806888248668
IS_I_C04_D09.jpg,IS_I_C04_D09,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D09.jpg,IS1,co4,66.98072434807538
IS_I_C04_D10.jpg,IS_I_C04_D10,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D10.jpg,IS1,co4,76.656391970091
IS_I_C04_D11.jpg,IS_I_C04_D11,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D11.jpg,IS1,co4,82.99267555921134
IS_I_C04_D12.jpg,IS_I_C04_D12,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D12.jpg,IS1,co4,65.27223821261691
IS_I_C04_D13.jpg,IS_I_C04_D13,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D13.jpg,IS1,co4,77.90552701846426
IS_I_C04_D14.jpg,IS_I_C04_D14,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co4/IS_I_C04_D14.jpg,IS1,co4,71.35867290280707
IS_I_C05_D01.jpg,IS_I_C05_D01,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D01.jpg,IS1,co5,41.81645053384817
IS_I_C05_D02.jpg,IS_I_C05_D02,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D02.jpg,IS1,co5,68.24542978778946
IS_I_C05_D03.jpg,IS_I_C05_D03,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D03.jpg,IS1,co5,57.51182382164114
IS_I_C05_D04.jpg,IS_I_C05_D04,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D04.jpg,IS1,co5,31.030661321657156
IS_I_C05_D05.jpg,IS_I_C05_D05,/kaggle/working/MDFS/data/CID2013/extracted/IS1/co5/IS_I_C05_D05.jpg,IS1,co5,56.58381782667748
