filename,image_path,distortion_type,reference_path,mos,mdfs_raw_score,runtime_seconds,worker_gpu
baby_blur_0.001_jpg_50.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,90.1947,23.125139236450195,0.5409743680011161,1
baby_blur_0.001_jpg_20.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.001_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,55.0593,28.248308181762695,0.10461228100029984,1
baby_blur_0.66_jpg_100.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,93.3151,20.738971710205078,0.10367087799932051,1
baby_blur_0.66_jpg_30.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,70.6908,26.37403678894043,0.08497069800068857,1
baby_blur_0.66_jpg_10.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_0.66_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,18.463,32.92179870605469,0.07696348799981934,1
baby_blur_1.33_jpg_50.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_50.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,77.6471,24.903783798217773,0.07949167800143186,1
baby_blur_1.33_jpg_20.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_1.33_jpg_20.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,31.0164,30.005468368530273,0.08149846399828675,1
baby_blur_2_jpg_100.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_100.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,61.0287,29.702686309814453,0.07930695400136756,1
baby_blur_2_jpg_30.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_30.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,54.3708,28.126911163330078,0.07886105100078566,1
baby_blur_2_jpg_10.jpg,/kaggle/working/MDFS/data/MDIVL/extracted/MDIVL/MDIVL/Data_Blur_JPEG/baby_blur_2_jpg_10.jpg,Multiply Dist.,MDIVL/MDIVL/MD_IVLreference/OCEreferenceMD/baby.png,10.4106,33.93046569824219,0.07826524099982635,1
