filename,image_path,mos,reference_id,distortion_id,distortion_level,mdfs_raw_score,runtime_seconds
I01_01_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/I01_01_1.bmp,5.51429,1,1,1,20.645973205566406,0.47098986400033027
i01_01_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_01_2.bmp,5.56757,1,1,2,21.42332649230957,0.04113413000004584
i01_01_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_01_3.bmp,4.94444,1,1,3,22.700529098510742,0.039276009000332124
i01_01_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_01_4.bmp,4.37838,1,1,4,24.9928035736084,0.03780618200016761
i01_01_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_01_5.bmp,3.86486,1,1,5,27.24739646911621,0.03781585600017934
i01_02_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_02_1.bmp,6.02857,1,2,1,20.21539878845215,0.037881472000208305
i01_02_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_02_2.bmp,6.10811,1,2,2,20.808080673217773,0.037778288000026805
i01_02_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_02_3.bmp,5.38889,1,2,3,21.79205894470215,0.03610531799995442
i01_02_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_02_4.bmp,4.71429,1,2,4,23.961746215820312,0.031853760999638325
i01_02_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_02_5.bmp,4.36111,1,2,5,26.31795883178711,0.03150006099986058
i01_03_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_03_1.bmp,4.77143,1,3,1,20.838550567626953,0.03234080199990785
i01_03_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_03_2.bmp,4.27027,1,3,2,21.480499267578125,0.032747061000009126
i01_03_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_03_3.bmp,3.7027,1,3,3,22.885128021240234,0.03159819200027414
i01_03_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_03_4.bmp,3.19444,1,3,4,24.35361671447754,0.03254518599987932
i01_03_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_03_5.bmp,2.71429,1,3,5,26.37928581237793,0.03242233499986469
i01_04_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_04_1.bmp,5.97143,1,4,1,20.05093002319336,0.032090332999814564
i01_04_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_04_2.bmp,5.75676,1,4,2,20.290328979492188,0.032773191000160296
i01_04_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_04_3.bmp,5.27027,1,4,3,20.909608840942383,0.03177811399973507
i01_04_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_04_4.bmp,5.24324,1,4,4,22.019426345825195,0.03268157799993787
i01_04_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_04_5.bmp,4.71429,1,4,5,24.37155532836914,0.03246746199965855
i01_05_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_1.bmp,5.91892,1,5,1,20.554040908813477,0.031813185999908455
i01_05_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_2.bmp,5.7027,1,5,2,21.2491397857666,0.03338794199999029
i01_05_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_3.bmp,5.08333,1,5,3,24.313819885253906,0.031241511000189348
i01_05_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_4.bmp,4.13889,1,5,4,30.26168441772461,0.031862109000030614
i01_05_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_05_5.bmp,3.13889,1,5,5,38.428409576416016,0.031649774000015896
i01_06_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_1.bmp,4.0,1,6,1,20.53920555114746,0.031747226000334194
i01_06_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_2.bmp,3.89189,1,6,2,21.489688873291016,0.032318006999958016
i01_06_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_3.bmp,3.72973,1,6,3,23.59299087524414,0.03148040800033414
i01_06_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_4.bmp,3.48571,1,6,4,26.357515335083008,0.032359367000026396
i01_06_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_06_5.bmp,2.94444,1,6,5,29.905536651611328,0.03161857199984297
i01_07_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_1.bmp,5.08333,1,7,1,19.566360473632812,0.03204234600025302
i01_07_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_2.bmp,4.75,1,7,2,19.982990264892578,0.03194781799993507
i01_07_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_3.bmp,4.0,1,7,3,21.176788330078125,0.03202699499979644
i01_07_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_4.bmp,3.22222,1,7,4,23.29265022277832,0.03262410200022714
i01_07_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_07_5.bmp,2.19444,1,7,5,26.924537658691406,0.03147724100017513
i01_08_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_1.bmp,5.18919,1,8,1,19.660194396972656,0.03205646500009607
i01_08_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_2.bmp,4.47222,1,8,2,20.514312744140625,0.03186026299999867
i01_08_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_3.bmp,3.48649,1,8,3,23.321910858154297,0.031663217000186705
i01_08_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_4.bmp,3.0,1,8,4,29.048358917236328,0.032595689000118
i01_08_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_08_5.bmp,2.11111,1,8,5,31.012243270874023,0.031335725000189996
i01_09_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_1.bmp,6.08333,1,9,1,19.562753677368164,0.03211476200021934
i01_09_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_2.bmp,5.16667,1,9,2,20.031105041503906,0.03161940300014976
i01_09_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_3.bmp,4.42857,1,9,3,21.144725799560547,0.03202575199975399
i01_09_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_4.bmp,2.81081,1,9,4,22.8468074798584,0.0322486619998017
i01_09_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_09_5.bmp,1.54054,1,9,5,30.295076370239258,0.031326661000093736
i01_10_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_1.bmp,5.97297,1,10,1,20.410154342651367,0.032561791999796696
i01_10_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_2.bmp,5.94595,1,10,2,21.014719009399414,0.03194427799962796
i01_10_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_3.bmp,4.91667,1,10,3,23.010618209838867,0.03211715799989179
i01_10_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_4.bmp,3.21622,1,10,4,28.165294647216797,0.032062364999546844
i01_10_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_10_5.bmp,2.08108,1,10,5,33.44430160522461,0.03193074600039836
I01_11_1.BMP,/kaggle/working/MDFS/data/TID2013/distorted_images/I01_11_1.BMP,5.91429,1,11,1,20.64132308959961,0.0330820459998904
i01_11_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_2.bmp,5.67568,1,11,2,22.111297607421875,0.03127718800033108
i01_11_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_3.bmp,4.69444,1,11,3,24.97257423400879,0.03205106099994737
i01_11_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_4.bmp,3.67568,1,11,4,30.738420486450195,0.03190298400022584
i01_11_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_11_5.bmp,1.45946,1,11,5,37.16527557373047,0.03189883999993981
i01_12_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_1.bmp,5.94595,1,12,1,19.85873031616211,0.03288001999999324
i01_12_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_2.bmp,5.86486,1,12,2,19.71579360961914,0.03177148499980831
i01_12_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_3.bmp,4.21622,1,12,3,19.85427474975586,0.03226524199999403
i01_12_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_4.bmp,3.83333,1,12,4,20.64671516418457,0.03167411300000822
i01_12_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_12_5.bmp,3.43243,1,12,5,20.733915328979492,0.03180964800003494
I01_13_1.BMP,/kaggle/working/MDFS/data/TID2013/distorted_images/I01_13_1.BMP,5.45946,1,13,1,19.800445556640625,0.03290110099987942
i01_13_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_2.bmp,3.91429,1,13,2,20.573945999145508,0.031704174000424246
i01_13_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_3.bmp,3.27778,1,13,3,20.561389923095703,0.032227841000349144
i01_13_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_4.bmp,3.16667,1,13,4,20.59076499938965,0.03189748599970699
i01_13_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_13_5.bmp,3.10811,1,13,5,20.987695693969727,0.0316759459997229
i01_14_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_1.bmp,5.69444,1,14,1,19.526609420776367,0.032492145000105666
i01_14_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_2.bmp,6.05405,1,14,2,19.659955978393555,0.03140034099988043
i01_14_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_3.bmp,5.75676,1,14,3,19.582683563232422,0.03276282999968316
i01_14_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_4.bmp,5.55556,1,14,4,19.427061080932617,0.03212450500041086
i01_14_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_14_5.bmp,4.47059,1,14,5,19.643638610839844,0.03212174000009327
i01_15_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_1.bmp,2.83333,1,15,1,20.043718338012695,0.03187103799973556
i01_15_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_2.bmp,2.82857,1,15,2,19.947004318237305,0.03158886600022015
i01_15_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_3.bmp,3.10811,1,15,3,19.719282150268555,0.03285045299980993
i01_15_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_4.bmp,3.58333,1,15,4,19.550817489624023,0.031596841999999015
i01_15_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_15_5.bmp,3.89189,1,15,5,19.526521682739258,0.032159124000372685
i01_16_1.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_1.bmp,5.80556,1,16,1,19.69940948486328,0.0319293130000915
i01_16_2.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_2.bmp,6.05405,1,16,2,19.566387176513672,0.03180417099974875
i01_16_3.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_3.bmp,4.88889,1,16,3,19.73381233215332,0.03265891699993517
i01_16_4.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_4.bmp,5.02778,1,16,4,20.069215774536133,0.03167105500006073
i01_16_5.bmp,/kaggle/working/MDFS/data/TID2013/distorted_images/i01_16_5.bmp,4.19444,1,16,5,20.23245620727539,0.0423119920001227
